State,District,Crop,Seed_Variety,Rainfall_mm,Temperature_C,Soil_pH,Soil_Moisture,Humidity,Irrigation_Count,Previous_Yield_kg_ha,Area_Hectares,Yield_kg_ha
Andhra Pradesh,Chittoor,Rice,Sona-Masoori (South India),1251.9988813612035,33.76643140730953,5.7,17.0,51,0,3813,2.41,4909.86
Maharashtra,Nagpur,Sugarcane,Co-86032 (Tamil Nadu/AP),992.1370264378244,24.73018507795096,6.53,17.8,75,5,1533,3.32,79792.61
Karnataka,Dharwad,Sugarcane,Co-0238 (UP/North India),876.1436481020801,30.429249523246707,7.32,21.3,55,7,5262,3.36,80327.03
Andhra Pradesh,Guntur,Rice,MTU-1010 (AP/Telangana),727.7041271559341,24.70603828643885,7.24,22.8,69,0,3193,4.71,4345.13
Telangana,Warangal,Wheat,HW-2045 (North India),667.3399782563223,31.24566661574612,5.78,9.0,66,2,5844,4.56,3387.56
Punjab,Ludhiana,Wheat,PBW-343 (Punjab/Haryana),776.5048425863698,24.3411770634512,7.43,32.0,63,6,2009,3.48,3127.52
Maharashtra,Nagpur,Rice,MTU-1010 (AP/Telangana),1056.5008879296931,27.144389561153268,6.94,27.6,54,6,2742,1.3,4970.28
Punjab,Amritsar,Rice,MTU-1010 (AP/Telangana),353.8682656029745,22.596867642881293,7.3,38.1,51,2,6123,4.94,4410.52
Andhra Pradesh,Nellore,Sugarcane,Co-86032 (Tamil Nadu/AP),853.2204023403333,28.945171316646498,5.36,15.9,68,7,3122,0.66,80637.62
Punjab,Amritsar,Sugarcane,Co-0238 (UP/North India),921.3580866451993,30.641024001304253,6.39,39.8,67,5,3957,4.69,79687.06
Punjab,Jalandhar,Rice,IR-64 (Andhra/Telangana),935.4144757803203,24.16344835347948,6.59,34.1,58,0,4661,2.28,4847.1
Telangana,Karimnagar,Cotton,RCH-659 (South & Central India),1329.730393430753,23.805435025856703,7.03,31.5,87,3,3901,1.67,2547.65
Telangana,Khammam,Cotton,RCH-659 (South & Central India),793.0876278411793,29.397011768301454,6.84,36.0,67,0,3213,2.73,2042.88
Maharashtra,Pune,Maize,HQPM-1 (Karnataka/AP),995.5109713744044,28.70022506920518,6.71,39.8,77,5,6521,3.31,4467.93
Punjab,Jalandhar,Cotton,JKCH-1947 (Gujarat/MH),536.130819367932,27.93193575826325,5.91,25.4,66,1,1955,3.11,237.57
Andhra Pradesh,Chittoor,Rice,Sona-Masoori (South India),537.5308719972625,28.70856154073692,5.91,32.4,70,0,4576,4.83,4072.83
Uttar Pradesh,Kanpur,Rice,Sona-Masoori (South India),1053.1039719804176,23.38887193998749,6.48,36.4,69,4,3711,1.32,4972.23
Karnataka,Bengaluru Rural,Wheat,HD-2967 (North-West India),745.6402989117366,28.168397124072904,5.92,8.1,79,7,4124,4.19,3531.32
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),435.8363340407034,25.73541700399521,8.45,18.0,72,7,6316,1.83,3265.58
Maharashtra,Aurangabad,Rice,MTU-1010 (AP/Telangana),1023.8226388468488,27.23140394215544,7.2,18.4,70,0,2701,4.95,4612.41
Karnataka,Mysuru,Wheat,PBW-343 (Punjab/Haryana),1223.0800337763144,24.04355191017713,5.85,37.4,52,7,4836,4.72,4281.12
Karnataka,Mysuru,Wheat,HD-2967 (North-West India),694.5288432322029,30.80092542097295,5.91,11.6,66,7,3499,0.52,3541.18
Maharashtra,Aurangabad,Rice,IR-64 (Andhra/Telangana),1039.658665891877,27.861681444134486,5.81,20.6,60,2,4333,3.68,5011.85
Maharashtra,Nashik,Wheat,HW-2045 (North India),763.7740304224088,27.85322967308016,6.77,36.4,80,7,6323,1.81,4035.95
Andhra Pradesh,Chittoor,Maize,NK-6240 (Maharashtra/AP),544.9496446399164,31.68755780370497,6.38,11.2,48,1,4328,1.88,3496.62
Punjab,Jalandhar,Maize,NK-6240 (Maharashtra/AP),857.6153145082131,29.69581527373128,6.2,28.2,55,2,3308,2.41,3857.76
Telangana,Warangal,Rice,IR-64 (Andhra/Telangana),1153.4602902670354,25.57602059245152,6.7,21.0,80,5,5569,4.38,5397.35
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),937.9372852438752,25.25354508344295,6.4,19.0,66,7,5133,3.75,4521.78
Maharashtra,Pune,Wheat,HD-2967 (North-West India),636.8895183463944,28.039101257563647,7.22,32.1,74,2,6843,1.32,3097.91
Karnataka,Dharwad,Sugarcane,Co-86032 (Tamil Nadu/AP),508.4336582260651,29.29226186706406,6.72,11.2,74,6,3651,4.3,79930.23
Karnataka,Dharwad,Maize,NK-6240 (Maharashtra/AP),825.991077688912,29.369396928741253,5.59,19.1,57,3,4228,4.7,4261.86
Punjab,Jalandhar,Maize,HQPM-1 (Karnataka/AP),985.7776658578416,30.34089188164327,6.32,24.1,84,4,5534,4.23,4302.12
Uttar Pradesh,Varanasi,Maize,HQPM-1 (Karnataka/AP),926.7245163509832,25.37360849859777,6.71,31.9,58,3,5017,4.86,3965.0
Maharashtra,Nashik,Rice,MTU-1010 (AP/Telangana),968.1583777106008,25.622362875226845,6.67,29.6,57,2,3721,2.03,4642.19
Telangana,Nalgonda,Cotton,JKCH-1947 (Gujarat/MH),1446.466044646657,25.50372276778716,6.27,28.1,61,7,5403,3.35,3041.0
Andhra Pradesh,Guntur,Wheat,PBW-343 (Punjab/Haryana),827.7049101522572,25.60286636512727,6.37,21.6,76,5,1758,1.28,3789.1
Karnataka,Belagavi,Sugarcane,Co-94012 (South India),1010.0133777009632,26.9819088673206,6.63,9.1,56,0,2950,2.87,80039.57
Andhra Pradesh,Guntur,Cotton,Bollgard-II (Maharashtra),990.111618598203,27.13616762620483,6.3,37.7,67,3,2748,2.45,2396.96
Uttar Pradesh,Agra,Rice,Sona-Masoori (South India),668.9671345199666,28.427528535613124,6.99,18.8,58,7,6182,3.65,4740.38
Maharashtra,Nashik,Sugarcane,Co-86032 (Tamil Nadu/AP),904.1023591799598,26.098381146937687,6.15,30.7,57,4,5812,4.39,80058.57
Uttar Pradesh,Lucknow,Rice,Sona-Masoori (South India),1019.1079135218608,28.858355332603274,6.98,24.9,65,3,2641,1.82,4889.79
Punjab,Amritsar,Sugarcane,Co-86032 (Tamil Nadu/AP),901.396630975163,25.1460750975808,6.26,20.3,76,4,6922,3.0,80189.66
Telangana,Nalgonda,Maize,NK-6240 (Maharashtra/AP),,32.05356518034664,,,53,3,3651,4.59,4301.31
Uttar Pradesh,Varanasi,Wheat,HW-2045 (North India),1064.586735899563,31.285784103030004,6.74,15.6,62,6,1797,4.51,3674.36
Karnataka,Dharwad,Wheat,HW-2045 (North India),817.3036874512508,26.815502196981107,6.19,19.5,61,3,2731,1.81,3483.52
Maharashtra,Nashik,Rice,Sona-Masoori (South India),778.0744281982059,32.5267794886382,6.54,24.3,70,5,3813,2.1,5130.49
Maharashtra,Nagpur,Rice,IR-64 (Andhra/Telangana),1076.6678243402573,25.18784370679137,6.24,17.4,71,5,2723,3.54,5046.54
Uttar Pradesh,Agra,Rice,Sona-Masoori (South India),935.3625272935932,26.8875698537803,6.64,30.9,80,0,5349,1.18,4955.66
Karnataka,Belagavi,Wheat,HD-2967 (North-West India),1335.31801405478,25.372552277507307,7.17,17.9,63,6,3913,4.58,5253.89
Telangana,Karimnagar,Rice,MTU-1010 (AP/Telangana),402.4708156877662,24.401028753667585,5.4,28.9,64,5,3694,2.81,3649.49
Telangana,Nalgonda,Wheat,PBW-343 (Punjab/Haryana),652.1635630768653,28.29991719455173,6.75,32.0,73,0,6724,0.66,3585.65
Karnataka,Mysuru,Cotton,RCH-659 (South & Central India),701.5686026774143,29.05014053253351,6.61,27.3,46,1,4043,3.89,1287.1
Punjab,Amritsar,Rice,MTU-1010 (AP/Telangana),1319.005959022672,35.8119587528446,6.94,23.8,75,4,1878,0.79,6169.2
Uttar Pradesh,Varanasi,Cotton,JKCH-1947 (Gujarat/MH),1198.12999500998,23.444149162194023,6.59,36.7,69,6,5049,3.8,1976.37
Andhra Pradesh,Chittoor,Rice,Sona-Masoori (South India),565.0481373349144,23.91451030364578,6.82,16.2,75,7,4735,2.4,3973.51
Maharashtra,Aurangabad,Maize,HQPM-1 (Karnataka/AP),878.3451604662749,27.63317327176619,5.61,15.8,66,4,6105,2.98,4803.83
Uttar Pradesh,Agra,Sugarcane,Co-0238 (UP/North India),1328.9424974167662,29.00891286868793,6.58,12.5,71,6,4892,1.52,81847.9
Karnataka,Bengaluru Rural,Wheat,HW-2045 (North India),837.4791765674325,28.14590639568929,6.82,26.6,64,2,6152,3.46,3290.67
Punjab,Jalandhar,Cotton,JKCH-1947 (Gujarat/MH),,31.83041904807129,,,57,0,3433,3.41,512.5
Punjab,Ludhiana,Sugarcane,Co-86032 (Tamil Nadu/AP),1242.028854512428,31.496827135735387,6.08,14.1,60,2,2962,2.51,80892.18
Punjab,Ludhiana,Cotton,Bollgard-II (Maharashtra),743.1829933349798,32.42212839579075,7.25,28.6,74,1,4235,1.89,1398.79
Uttar Pradesh,Kanpur,Sugarcane,Co-86032 (Tamil Nadu/AP),735.1863485196382,26.53607113471119,6.99,26.9,53,5,2689,3.52,80556.79
Telangana,Karimnagar,Wheat,PBW-343 (Punjab/Haryana),1100.9870354931377,21.04248227623672,7.09,18.0,70,5,2871,1.68,4211.38
Punjab,Ludhiana,Rice,IR-64 (Andhra/Telangana),1248.9654243630243,35.23835723945506,7.06,36.4,80,4,6749,0.78,5366.32
Maharashtra,Aurangabad,Rice,MTU-1010 (AP/Telangana),1381.0094609596872,30.69430698143104,6.22,18.6,79,6,1851,1.85,5952.54
Uttar Pradesh,Varanasi,Maize,HQPM-1 (Karnataka/AP),1038.6864520606955,30.09008488473034,6.27,9.4,70,3,4126,2.6,4798.37
Andhra Pradesh,Chittoor,Wheat,PBW-343 (Punjab/Haryana),1018.0241367757162,20.91264635622521,7.13,32.9,85,1,5553,3.55,4664.81
Andhra Pradesh,Nellore,Cotton,Bollgard-II (Maharashtra),728.9342805977669,30.7749929562175,6.52,31.4,76,4,5306,1.33,747.61
Andhra Pradesh,Chittoor,Rice,MTU-1010 (AP/Telangana),788.7840383843785,26.020607372190742,6.13,11.0,74,2,4183,3.71,4374.42
Maharashtra,Pune,Rice,IR-64 (Andhra/Telangana),588.9974961659717,27.015703809294493,7.4,15.0,69,5,1571,1.18,4827.76
Andhra Pradesh,Chittoor,Maize,NK-6240 (Maharashtra/AP),,25.754674308231955,,,55,3,2104,2.77,4437.06
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),750.2745160888956,31.281631560249323,7.38,37.7,56,6,4669,1.18,4899.24
Andhra Pradesh,Nellore,Cotton,RCH-659 (South & Central India),653.3186914282079,28.33318327052142,6.6,30.9,67,6,2512,1.29,821.18
Maharashtra,Pune,Rice,MTU-1010 (AP/Telangana),637.7324101023166,24.70325130108139,6.1,13.8,49,6,2964,0.91,4063.08
Andhra Pradesh,Guntur,Maize,Kaveri-50 (South India),401.9413021163456,31.468299718934027,6.54,31.3,44,4,2748,3.04,3590.63
Maharashtra,Pune,Cotton,JKCH-1947 (Gujarat/MH),935.0344509025095,29.77743631811931,6.43,12.8,71,2,4859,2.76,1438.65
Telangana,Nalgonda,Sugarcane,Co-0238 (UP/North India),,30.19326767953127,,,96,3,5981,2.95,80454.66
Maharashtra,Aurangabad,Cotton,RCH-659 (South & Central India),1109.810421955413,26.546955216602267,6.72,11.3,54,1,6165,2.71,2406.79
Andhra Pradesh,Nellore,Rice,Sona-Masoori (South India),1002.6619033976164,26.28436755251251,6.99,14.5,56,1,3920,2.06,5185.61
Karnataka,Dharwad,Cotton,Bollgard-II (Maharashtra),1375.154298774834,27.72205858616205,5.84,15.1,60,0,5986,1.83,2541.51
Andhra Pradesh,Guntur,Rice,MTU-1010 (AP/Telangana),1114.151554193028,27.29609615426757,6.32,39.4,75,5,6394,2.39,5818.99
Uttar Pradesh,Lucknow,Cotton,Bollgard-II (Maharashtra),1265.5500210116145,32.41962108560066,7.34,13.4,63,2,5142,0.96,1276.96
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),1090.7839604126818,27.005327759705946,6.65,26.3,64,3,4155,1.07,1820.47
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),597.628878627588,26.73896449237826,6.09,23.4,66,0,3474,3.95,79301.39
Karnataka,Belagavi,Wheat,HW-2045 (North India),789.3102417175594,26.12819447727639,6.19,38.4,50,5,6219,1.94,4211.83
Telangana,Nalgonda,Rice,IR-64 (Andhra/Telangana),872.7108562252085,30.92143399666121,6.36,33.6,76,0,5692,4.55,4106.88
Punjab,Jalandhar,Cotton,RCH-659 (South & Central India),670.1164538780511,30.315647040426946,7.62,32.9,62,0,2761,1.48,1608.0
Punjab,Patiala,Cotton,RCH-659 (South & Central India),1033.02059816641,24.98819645553082,5.38,23.7,50,6,3775,0.61,1914.78
Telangana,Karimnagar,Sugarcane,Co-0238 (UP/North India),555.6902229743016,31.72169029031296,5.84,39.2,62,4,5817,2.74,79667.15
Karnataka,Dharwad,Maize,Kaveri-50 (South India),,29.91704047771617,,,64,7,4814,4.75,4411.26
Andhra Pradesh,Krishna,Rice,IR-64 (Andhra/Telangana),677.8224802114311,28.835179569061403,6.11,18.3,72,0,4790,2.15,4554.51
Karnataka,Bengaluru Rural,Sugarcane,Co-0238 (UP/North India),841.130810698205,25.103706710328904,7.01,34.7,51,1,1742,3.42,79809.37
Telangana,Karimnagar,Wheat,HW-2045 (North India),136.07276271394983,26.51178769667945,6.22,9.2,53,4,5860,2.83,2516.15
Punjab,Amritsar,Sugarcane,Co-94012 (South India),696.595046753675,29.39096532045632,5.8,24.8,52,7,4066,1.62,80113.25
Uttar Pradesh,Agra,Cotton,RCH-659 (South & Central India),1072.4500698063146,26.92310046288938,6.17,27.1,86,5,5431,3.33,2901.67
Punjab,Patiala,Cotton,JKCH-1947 (Gujarat/MH),1107.1558028155905,26.910068306454367,5.91,11.2,83,0,2919,4.61,1724.66
Maharashtra,Nashik,Wheat,HW-2045 (North India),,27.11535333246459,,,63,3,3413,0.81,3644.38
Maharashtra,Pune,Sugarcane,Co-86032 (Tamil Nadu/AP),1036.9376473247285,29.390987574090605,5.57,11.8,56,6,3035,1.17,80209.01
Andhra Pradesh,Krishna,Wheat,PBW-343 (Punjab/Haryana),1178.6099162501057,23.205918653999003,6.65,17.2,62,4,6911,3.6,4161.16
Karnataka,Mysuru,Wheat,PBW-343 (Punjab/Haryana),517.7485908507144,26.622722989471043,5.93,20.8,63,5,3671,4.34,3044.37
Uttar Pradesh,Varanasi,Sugarcane,Co-86032 (Tamil Nadu/AP),619.1357482101469,22.447440427055323,5.44,25.8,62,5,6539,4.18,79855.09
Maharashtra,Nagpur,Rice,Sona-Masoori (South India),599.7311742494028,29.720611418011195,6.58,18.5,63,2,5911,4.58,4396.07
Andhra Pradesh,Guntur,Maize,HQPM-1 (Karnataka/AP),1064.3306469217782,22.472646133148515,6.29,10.7,61,1,2627,3.04,4188.93
Karnataka,Bengaluru Rural,Wheat,PBW-343 (Punjab/Haryana),3774.343505986447,27.09273090232379,6.19,31.8,69,5,2643,3.03,4002.43
Maharashtra,Nagpur,Cotton,JKCH-1947 (Gujarat/MH),1093.0833946980747,25.944197988070684,6.95,37.8,63,4,4243,1.88,2458.57
Andhra Pradesh,Guntur,Wheat,HW-2045 (North India),1367.836622118125,22.5656455574594,7.12,39.7,66,4,6225,2.14,4297.27
Punjab,Amritsar,Wheat,PBW-343 (Punjab/Haryana),469.4047750093218,30.82431190267183,6.13,27.8,71,2,4702,3.81,3202.39
Uttar Pradesh,Kanpur,Maize,NK-6240 (Maharashtra/AP),574.8434352137592,27.66432825619725,7.2,14.8,70,4,4451,4.43,3786.1
Telangana,Karimnagar,Wheat,HW-2045 (North India),952.194072826074,28.270463764429696,7.21,35.0,64,4,5982,4.04,3576.52
Telangana,Warangal,Rice,IR-64 (Andhra/Telangana),556.1605024513373,25.216256876825444,6.54,33.4,50,3,5241,4.18,3964.59
Uttar Pradesh,Kanpur,Sugarcane,Co-94012 (South India),788.989451036849,26.20130984266628,6.86,22.5,76,5,5908,2.04,80677.44
Andhra Pradesh,Nellore,Wheat,PBW-343 (Punjab/Haryana),958.149448069078,26.93084207426197,6.32,19.7,74,3,6787,3.29,4682.51
Maharashtra,Nagpur,Maize,Kaveri-50 (South India),718.6662358214799,22.661138143055023,6.67,26.8,76,4,4124,2.8,3658.61
Uttar Pradesh,Kanpur,Cotton,RCH-659 (South & Central India),780.7097259082528,29.594140770566,6.12,36.9,66,7,3584,1.29,1702.93
Maharashtra,Pune,Rice,IR-64 (Andhra/Telangana),1029.2386713813455,31.991076004734506,5.3,21.4,77,2,4365,4.29,4156.52
Telangana,Karimnagar,Wheat,HD-2967 (North-West India),847.9970620127713,21.435782527879823,5.7,38.9,66,4,1574,2.97,3887.98
Maharashtra,Nashik,Maize,NK-6240 (Maharashtra/AP),643.57880753217,24.279607935989223,4.7,17.7,58,5,3330,2.2,3554.01
Maharashtra,Nagpur,Rice,MTU-1010 (AP/Telangana),715.0446330401494,33.99489308238796,6.59,14.7,73,0,6120,4.3,4263.79
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),1106.6171981740015,30.051171809062847,6.81,21.6,83,7,1609,2.62,3020.16
Telangana,Warangal,Wheat,HW-2045 (North India),1004.1535340528944,35.99518656049117,5.72,20.7,81,0,2869,3.85,3838.7
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),258.4951705735755,31.93180146113479,6.36,34.2,47,6,4466,3.78,2703.85
Karnataka,Belagavi,Wheat,HD-2967 (North-West India),856.8090084703047,26.87900358086928,5.58,9.6,74,5,6530,3.69,3619.55
Andhra Pradesh,Chittoor,Cotton,Bollgard-II (Maharashtra),427.9712453236209,30.30985692733504,5.37,16.3,49,0,2153,0.7,100.0
Telangana,Khammam,Cotton,JKCH-1947 (Gujarat/MH),957.8404676344638,32.55991714027257,6.21,30.7,73,5,3934,3.94,1842.19
Maharashtra,Aurangabad,Wheat,PBW-343 (Punjab/Haryana),635.9753756297425,24.76210860196209,5.44,14.9,51,1,6489,3.15,2811.67
Uttar Pradesh,Varanasi,Cotton,RCH-659 (South & Central India),1311.09942238971,26.857221598708648,7.05,15.6,64,6,3643,1.71,2588.63
Maharashtra,Aurangabad,Sugarcane,Co-0238 (UP/North India),949.4571180699172,25.3078530636738,6.05,34.7,57,1,4504,3.07,80291.95
Karnataka,Belagavi,Cotton,RCH-659 (South & Central India),900.5567431132047,34.859900608821974,6.46,23.9,63,3,1511,3.97,2451.99
Andhra Pradesh,Krishna,Wheat,HW-2045 (North India),821.1456932972632,22.988017895047285,6.64,13.9,86,7,1775,1.11,4175.97
Maharashtra,Nagpur,Sugarcane,Co-86032 (Tamil Nadu/AP),839.0681109557338,25.92412856919131,5.84,31.7,62,0,5773,3.84,80032.72
Punjab,Jalandhar,Sugarcane,Co-94012 (South India),72.94262843522017,25.342234463516057,5.95,12.0,75,6,5036,1.24,78753.27
Telangana,Warangal,Maize,NK-6240 (Maharashtra/AP),456.4724219303116,30.62695584841267,6.63,29.6,82,2,5468,1.97,3273.8
Andhra Pradesh,Krishna,Rice,Sona-Masoori (South India),,24.04210134929244,,,49,7,3520,4.27,5567.49
Maharashtra,Nashik,Wheat,HD-2967 (North-West India),755.4772658560878,37.8044060314391,7.68,12.0,64,7,5223,3.78,2990.44
Andhra Pradesh,Chittoor,Cotton,RCH-659 (South & Central India),826.8799162203973,30.99675323498853,7.12,17.6,59,7,1728,3.46,2397.65
Punjab,Jalandhar,Sugarcane,Co-0238 (UP/North India),785.7711416577098,22.655768286877134,7.48,27.8,82,5,4805,1.03,80042.9
Maharashtra,Aurangabad,Maize,Kaveri-50 (South India),645.6962064690148,24.49431958595914,6.14,22.9,74,1,4182,4.78,4178.29
Punjab,Patiala,Sugarcane,Co-86032 (Tamil Nadu/AP),367.5579343666264,22.65246242398662,7.73,32.8,57,1,3936,2.3,78829.09
Telangana,Khammam,Wheat,PBW-343 (Punjab/Haryana),689.869809926495,25.656412831913315,5.38,22.8,54,2,6910,3.48,3105.05
Uttar Pradesh,Lucknow,Maize,HQPM-1 (Karnataka/AP),895.3251989409997,24.0757788402756,6.48,9.7,63,4,5760,2.57,4890.49
Punjab,Ludhiana,Maize,HQPM-1 (Karnataka/AP),575.3750373866696,28.852731711847994,6.43,13.3,66,5,6855,3.69,3733.28
Andhra Pradesh,Guntur,Rice,Sona-Masoori (South India),1382.4815698907953,19.30450017620496,6.04,30.4,69,2,5065,4.13,5028.64
Andhra Pradesh,Krishna,Maize,HQPM-1 (Karnataka/AP),592.6348038192684,27.364190066108023,7.05,30.5,60,5,5053,0.93,3845.82
Uttar Pradesh,Varanasi,Maize,Kaveri-50 (South India),1048.595592693473,27.019353304980708,6.46,12.5,73,3,3544,3.99,5320.79
Uttar Pradesh,Varanasi,Wheat,HD-2967 (North-West India),668.6144129041908,27.427755753113264,6.64,15.9,60,2,3163,3.26,4205.33
Karnataka,Mysuru,Cotton,JKCH-1947 (Gujarat/MH),741.8846481436351,21.31204746840077,7.02,14.2,68,0,2195,4.59,589.5
Andhra Pradesh,Nellore,Maize,Kaveri-50 (South India),1267.5441807461289,33.500143921369826,7.58,33.9,63,1,5470,2.57,4878.98
Maharashtra,Aurangabad,Cotton,RCH-659 (South & Central India),473.07309662053615,28.90216093102427,5.82,22.7,71,0,3241,2.93,482.77
Andhra Pradesh,Chittoor,Cotton,Bollgard-II (Maharashtra),824.1398660572451,25.62237670916161,6.9,25.7,52,1,1653,3.84,934.44
Maharashtra,Nagpur,Wheat,HD-2967 (North-West India),876.6454509624813,24.80352562028627,6.17,17.7,58,6,2100,2.2,4591.43
Uttar Pradesh,Kanpur,Sugarcane,Co-86032 (Tamil Nadu/AP),933.0977445703744,27.15484074209553,6.02,17.1,73,7,6140,2.83,81213.29
Karnataka,Belagavi,Sugarcane,Co-0238 (UP/North India),1591.1122494463466,29.120837280098257,6.82,35.4,60,2,4608,4.62,81977.8
Andhra Pradesh,Nellore,Wheat,PBW-343 (Punjab/Haryana),715.5580673364748,23.54527907251881,6.9,36.3,68,4,3801,4.05,3247.87
Uttar Pradesh,Agra,Wheat,PBW-343 (Punjab/Haryana),1026.7270500732147,33.03530291556133,6.7,17.8,56,2,4173,3.28,3404.77
Maharashtra,Pune,Maize,HQPM-1 (Karnataka/AP),1280.3009041628766,33.60339745472704,7.17,37.2,63,5,4091,1.68,5881.46
Karnataka,Mysuru,Maize,NK-6240 (Maharashtra/AP),818.0452688777167,25.52194891325633,6.57,28.3,78,2,3131,2.88,4553.86
Andhra Pradesh,Chittoor,Maize,Kaveri-50 (South India),609.215288693299,25.701984653146145,6.19,38.6,77,5,1704,3.06,3879.03
Telangana,Khammam,Sugarcane,Co-94012 (South India),538.9286146115307,25.30513506021041,6.22,37.4,76,5,4764,0.71,79202.51
Maharashtra,Nashik,Maize,NK-6240 (Maharashtra/AP),1518.4973604642514,24.218095403203176,7.35,14.1,60,5,5048,3.96,5647.54
Andhra Pradesh,Guntur,Wheat,HW-2045 (North India),534.183283199216,28.14771474859829,7.94,35.7,51,0,5588,3.31,3227.28
Punjab,Jalandhar,Sugarcane,Co-86032 (Tamil Nadu/AP),1150.9811406154467,22.71129629520119,5.29,15.7,60,0,3349,4.95,80189.52
Maharashtra,Pune,Cotton,JKCH-1947 (Gujarat/MH),1122.8742586302048,22.350574424640254,6.05,25.6,65,1,6513,3.49,1655.01
Telangana,Khammam,Rice,Sona-Masoori (South India),935.8465658074552,25.05257877415629,5.77,33.2,78,5,3440,0.75,4583.47
Karnataka,Belagavi,Maize,HQPM-1 (Karnataka/AP),1144.0567714991428,29.84747017889712,6.85,24.5,60,2,5343,4.73,4815.11
Telangana,Nalgonda,Cotton,Bollgard-II (Maharashtra),595.6694733412751,31.427328162306928,7.75,31.6,66,3,5700,2.76,584.19
Andhra Pradesh,Chittoor,Rice,IR-64 (Andhra/Telangana),872.0020213413042,30.26113971162496,6.49,11.4,77,2,3636,4.67,5258.54
Telangana,Nalgonda,Sugarcane,Co-0238 (UP/North India),214.6457347927069,35.02858530498374,6.33,39.2,58,0,4936,3.45,78492.78
Telangana,Karimnagar,Maize,NK-6240 (Maharashtra/AP),322.38254908301667,25.768393175190475,6.84,30.9,63,3,3315,3.66,3265.98
Karnataka,Bengaluru Rural,Sugarcane,Co-86032 (Tamil Nadu/AP),1404.683854304306,34.01464763944387,5.14,22.3,80,2,3167,1.16,81669.97
Punjab,Ludhiana,Wheat,PBW-343 (Punjab/Haryana),1173.7421837983786,27.946295794918747,7.83,34.5,77,1,6367,3.37,3694.65
Maharashtra,Aurangabad,Wheat,HW-2045 (North India),,26.81264969540865,,,72,5,4344,1.57,4522.8
Telangana,Khammam,Sugarcane,Co-94012 (South India),1033.45910534393,34.358678607041185,6.44,23.0,61,2,1519,1.86,80846.09
Andhra Pradesh,Chittoor,Wheat,HW-2045 (North India),1001.948268254154,28.87427316599312,6.42,25.6,52,6,5242,3.17,4229.67
Telangana,Warangal,Sugarcane,Co-94012 (South India),692.3552329629704,30.75924084058396,6.25,23.5,50,3,6342,1.45,79077.16
Uttar Pradesh,Agra,Wheat,HD-2967 (North-West India),732.2282003992369,25.992547993427912,7.04,10.1,82,2,6401,2.96,3887.18
Karnataka,Dharwad,Cotton,Bollgard-II (Maharashtra),892.7997950750296,30.441224819231383,6.24,21.9,70,5,3672,0.92,2269.43
Karnataka,Belagavi,Maize,HQPM-1 (Karnataka/AP),992.96165195036,26.077990243311373,6.57,31.4,66,6,4311,3.2,5296.14
Andhra Pradesh,Krishna,Sugarcane,Co-86032 (Tamil Nadu/AP),1648.0576838097709,28.95078961637303,5.77,33.0,80,5,5365,2.73,81839.56
Maharashtra,Nagpur,Cotton,JKCH-1947 (Gujarat/MH),738.9605704447749,30.192989737082204,6.39,38.1,65,6,6044,4.8,1035.35
Karnataka,Belagavi,Sugarcane,Co-0238 (UP/North India),874.5706445411561,20.909689508570867,7.42,14.2,70,5,1796,3.78,80201.95
Karnataka,Bengaluru Rural,Rice,Sona-Masoori (South India),692.1863944337274,26.678128969398458,5.84,20.5,78,1,5986,0.91,4048.52
Uttar Pradesh,Agra,Maize,NK-6240 (Maharashtra/AP),1177.6405688328168,31.732208918267336,6.42,17.8,77,3,2732,1.72,4777.77
